"Pünktlichkeit (Einzelmessungen)"

"Parameter:"
"Wettbewerbsnetz: agilis-Mitte (agM), "
"Datum von: 22.02.2016"
"Datum von: 28.02.2016"

"DS100";"Messstelle";"Datum";"Zug";"Soll Ank";"Ist Ank";"Delta";"Soll Abf";"Ist Abf";"Delta";"Ist GI";"Status Ank";"Status Abf";"Von  Bhf";"Nach Bhf"
"NRA";"Radldorf (Nbay)";"22.02.2016";"84186";"08:31:54";"08:32:38";"00:00:44";"08:32:24";"08:33:07";"00:00:43";"Gl. 011";"Gl. 011";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NPL";"NNT";
"NOT";"Obertraubling";"22.02.2016";"84186";"08:44:42";"08:45:50";"00:01:08";"08:45:12";"08:46:23";"00:01:11";"Gl. 002";"Gl. 002";"Leicht verspätet (00:01:00 bis 00:05:59)";"Leicht verspätet (00:01:00 bis 00:05:59)";"NPL";"NNT";
"NRH";"Regensburg Hbf";"22.02.2016";"84186";"08:53:00";"08:53:24";"00:00:24";"08:56:24";"08:57:09";"00:00:45";"Gl. 005";"Gl. 005";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NPL";"NNT";
"NRPF";"Regensbg-Prüfe";"22.02.2016";"84186";"08:59:42";"09:00:35";"00:00:53";"09:00:12";"09:01:23";"00:01:11";"Gl. 002";"Gl. 002";"Plan (bis 00:00:59)";"Leicht verspätet (00:01:00 bis 00:05:59)";"NPL";"NNT";
"NPL";"Plattling";"23.02.2016";"84186";"";"";"";"08:10:12";"08:10:23";"00:00:11";"Gl. 008";"Gl. 008";"";"Plan (-00:00:59 bis 00:00:59)";"NPL";"NNT";
"NST";"Straubing";"23.02.2016";"84186";"08:25:36";"08:25:54";"00:00:18";"08:26:36";"08:27:36";"00:01:00";"Gl. 003";"Gl. 003";"Plan (bis 00:00:59)";"Leicht verspätet (00:01:00 bis 00:05:59)";"NPL";"NNT";
"NRA";"Radldorf (Nbay)";"23.02.2016";"84186";"08:31:54";"08:33:01";"00:01:07";"08:32:24";"08:33:20";"00:00:56";"Gl. 011";"Gl. 011";"Leicht verspätet (00:01:00 bis 00:05:59)";"Plan (-00:00:59 bis 00:00:59)";"NPL";"NNT";
"NOT";"Obertraubling";"23.02.2016";"84186";"08:44:42";"08:46:15";"00:01:33";"08:45:12";"08:46:44";"00:01:32";"Gl. 002";"Gl. 002";"Leicht verspätet (00:01:00 bis 00:05:59)";"Leicht verspätet (00:01:00 bis 00:05:59)";"NPL";"NNT";
"NRH";"Regensburg Hbf";"23.02.2016";"84186";"08:53:00";"08:54:27";"00:01:27";"08:56:24";"08:56:58";"00:00:34";"Gl. 005";"Gl. 005";"Leicht verspätet (00:01:00 bis 00:05:59)";"Plan (-00:00:59 bis 00:00:59)";"NPL";"NNT";
"NRPF";"Regensbg-Prüfe";"23.02.2016";"84186";"08:59:42";"09:00:06";"00:00:24";"09:00:12";"09:00:39";"00:00:27";"Gl. 002";"Gl. 002";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NPL";"NNT";
"NPL";"Plattling";"24.02.2016";"84186";"";"";"";"08:10:12";"08:10:58";"00:00:46";"Gl. 008";"Gl. 008";"";"Plan (-00:00:59 bis 00:00:59)";"NPL";"NNT";
"NST";"Straubing";"24.02.2016";"84186";"08:25:36";"08:27:13";"00:01:37";"08:26:36";"08:32:05";"00:05:29";"Gl. 003";"Gl. 003";"Leicht verspätet (00:01:00 bis 00:05:59)";"Leicht verspätet (00:01:00 bis 00:05:59)";"NPL";"NNT";
"NRA";"Radldorf (Nbay)";"24.02.2016";"84186";"08:31:54";"08:38:01";"00:06:07";"08:32:24";"08:38:18";"00:05:54";"Gl. 011";"Gl. 011";"Verspätet (ab 00:06:00)";"Leicht verspätet (00:01:00 bis 00:05:59)";"NPL";"NNT";
"NOT";"Obertraubling";"24.02.2016";"84186";"08:44:42";"08:50:52";"00:06:10";"08:45:12";"08:51:18";"00:06:06";"Gl. 002";"Gl. 002";"Verspätet (ab 00:06:00)";"Verspätet (ab 00:06:00)";"NPL";"NNT";
"NRH";"Regensburg Hbf";"24.02.2016";"84186";"08:53:00";"08:58:15";"00:05:15";"08:56:24";"08:58:44";"00:02:20";"Gl. 005";"Gl. 005";"Leicht verspätet (00:01:00 bis 00:05:59)";"Leicht verspätet (00:01:00 bis 00:05:59)";"NPL";"NNT";
"NRPF";"Regensbg-Prüfe";"24.02.2016";"84186";"08:59:42";"09:01:52";"00:02:10";"09:00:12";"09:02:19";"00:02:07";"Gl. 002";"Gl. 002";"Leicht verspätet (00:01:00 bis 00:05:59)";"Leicht verspätet (00:01:00 bis 00:05:59)";"NPL";"NNT";
"NPL";"Plattling";"25.02.2016";"84186";"";"";"";"08:10:12";"08:10:32";"00:00:20";"Gl. 008";"Gl. 008";"";"Plan (-00:00:59 bis 00:00:59)";"NPL";"NNT";
"NST";"Straubing";"25.02.2016";"84186";"08:25:36";"08:25:48";"00:00:12";"08:26:36";"08:27:32";"00:00:56";"Gl. 003";"Gl. 003";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NPL";"NNT";
"NRA";"Radldorf (Nbay)";"25.02.2016";"84186";"08:31:54";"08:33:04";"00:01:10";"08:32:24";"08:33:20";"00:00:56";"Gl. 011";"Gl. 011";"Leicht verspätet (00:01:00 bis 00:05:59)";"Plan (-00:00:59 bis 00:00:59)";"NPL";"NNT";
"NOT";"Obertraubling";"25.02.2016";"84186";"08:44:42";"08:45:44";"00:01:02";"08:45:12";"08:46:27";"00:01:15";"Gl. 002";"Gl. 002";"Leicht verspätet (00:01:00 bis 00:05:59)";"Leicht verspätet (00:01:00 bis 00:05:59)";"NPL";"NNT";
"NRH";"Regensburg Hbf";"25.02.2016";"84186";"08:53:00";"08:54:05";"00:01:05";"08:56:24";"08:56:38";"00:00:14";"Gl. 005";"Gl. 005";"Leicht verspätet (00:01:00 bis 00:05:59)";"Plan (-00:00:59 bis 00:00:59)";"NPL";"NNT";
"NRPF";"Regensbg-Prüfe";"25.02.2016";"84186";"08:59:42";"08:59:47";"00:00:05";"09:00:12";"09:00:21";"00:00:09";"Gl. 002";"Gl. 002";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NPL";"NNT";
"NPL";"Plattling";"26.02.2016";"84186";"";"";"";"08:10:12";"08:10:25";"00:00:13";"Gl. 008";"Gl. 008";"";"Plan (-00:00:59 bis 00:00:59)";"NPL";"NNT";
"NST";"Straubing";"26.02.2016";"84186";"08:25:36";"08:25:39";"00:00:03";"08:26:36";"08:27:07";"00:00:31";"Gl. 003";"Gl. 003";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NPL";"NNT";
"NRA";"Radldorf (Nbay)";"26.02.2016";"84186";"08:31:54";"08:33:21";"00:01:27";"08:32:24";"08:33:35";"00:01:11";"Gl. 011";"Gl. 011";"Leicht verspätet (00:01:00 bis 00:05:59)";"Leicht verspätet (00:01:00 bis 00:05:59)";"NPL";"NNT";
"NOT";"Obertraubling";"26.02.2016";"84186";"08:44:42";"08:45:51";"00:01:09";"08:45:12";"08:46:14";"00:01:02";"Gl. 002";"Gl. 002";"Leicht verspätet (00:01:00 bis 00:05:59)";"Leicht verspätet (00:01:00 bis 00:05:59)";"NPL";"NNT";
"NRH";"Regensburg Hbf";"26.02.2016";"84186";"08:53:00";"08:53:06";"00:00:06";"08:56:24";"08:56:54";"00:00:30";"Gl. 005";"Gl. 005";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NPL";"NNT";
"NRPF";"Regensbg-Prüfe";"26.02.2016";"84186";"08:59:42";"09:00:05";"00:00:23";"09:00:12";"09:00:40";"00:00:28";"Gl. 002";"Gl. 002";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NPL";"NNT";
"NPL";"Plattling";"27.02.2016";"84186";"";"";"";"08:10:12";"08:10:48";"00:00:36";"Gl. 008";"Gl. 008";"";"Plan (-00:00:59 bis 00:00:59)";"NPL";"NNT";
"NST";"Straubing";"27.02.2016";"84186";"08:25:36";"08:25:23";"-00:00:13";"08:26:36";"08:26:39";"00:00:03";"Gl. 003";"Gl. 003";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NPL";"NNT";
"NRA";"Radldorf (Nbay)";"27.02.2016";"84186";"08:31:54";"08:32:13";"00:00:19";"08:32:24";"08:32:29";"00:00:05";"Gl. 011";"Gl. 011";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NPL";"NNT";
"NOT";"Obertraubling";"27.02.2016";"84186";"08:44:42";"08:44:49";"00:00:07";"08:45:12";"08:45:20";"00:00:08";"Gl. 002";"Gl. 002";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NPL";"NNT";
"NRH";"Regensburg Hbf";"27.02.2016";"84186";"08:53:00";"08:52:53";"-00:00:07";"08:56:24";"08:56:45";"00:00:21";"Gl. 005";"Gl. 005";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NPL";"NNT";
"NRPF";"Regensbg-Prüfe";"27.02.2016";"84186";"08:59:42";"08:59:47";"00:00:05";"09:00:12";"09:00:16";"00:00:04";"Gl. 002";"Gl. 002";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NPL";"NNT";
"NPL";"Plattling";"28.02.2016";"84186";"";"";"";"08:10:12";"08:10:37";"00:00:25";"Gl. 008";"Gl. 008";"";"Plan (-00:00:59 bis 00:00:59)";"NPL";"NNT";
"NST";"Straubing";"28.02.2016";"84186";"08:25:36";"08:25:19";"-00:00:17";"08:26:36";"08:26:57";"00:00:21";"Gl. 003";"Gl. 003";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NPL";"NNT";
"NRA";"Radldorf (Nbay)";"28.02.2016";"84186";"08:31:54";"08:31:59";"00:00:05";"08:32:24";"08:32:26";"00:00:02";"Gl. 011";"Gl. 011";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NPL";"NNT";
"NOT";"Obertraubling";"28.02.2016";"84186";"08:44:42";"08:44:36";"-00:00:06";"08:45:12";"08:45:26";"00:00:14";"Gl. 002";"Gl. 002";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NPL";"NNT";
"NRH";"Regensburg Hbf";"28.02.2016";"84186";"08:53:00";"08:52:41";"-00:00:19";"08:56:24";"08:57:30";"00:01:06";"Gl. 005";"Gl. 005";"Plan (bis 00:00:59)";"Leicht verspätet (00:01:00 bis 00:05:59)";"NPL";"NNT";
"NRPF";"Regensbg-Prüfe";"28.02.2016";"84186";"08:59:42";"09:00:30";"00:00:48";"09:00:12";"09:01:10";"00:00:58";"Gl. 002";"Gl. 002";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NPL";"NNT";
"NNT";"Neumarkt(Oberpf)";"24.02.2016";"84186";"09:50:30";"09:49:32";"-00:00:58";"";"";"";"Gl. 000";"Gl. 000";"Plan (bis 00:00:59)";"";"NPL";"NNT";
"NNT";"Neumarkt(Oberpf)";"22.02.2016";"84186";"09:50:30";"09:51:20";"00:00:50";"";"";"";"Gl. 000";"Gl. 000";"Plan (bis 00:00:59)";"";"NPL";"NNT";
"NNT";"Neumarkt(Oberpf)";"25.02.2016";"84186";"09:50:30";"09:49:25";"-00:01:05";"";"";"";"Gl. 000";"Gl. 000";"Plan (bis 00:00:59)";"";"NPL";"NNT";
"NNT";"Neumarkt(Oberpf)";"26.02.2016";"84186";"09:50:30";"09:49:15";"-00:01:15";"";"";"";"Gl. 000";"Gl. 000";"Plan (bis 00:00:59)";"";"NPL";"NNT";
"NNT";"Neumarkt(Oberpf)";"27.02.2016";"84186";"09:50:30";"09:49:25";"-00:01:05";"";"";"";"Gl. 000";"Gl. 000";"Plan (bis 00:00:59)";"";"NPL";"NNT";
"NNT";"Neumarkt(Oberpf)";"23.02.2016";"84186";"09:50:30";"09:49:23";"-00:01:07";"";"";"";"Gl. 000";"Gl. 000";"Plan (bis 00:00:59)";"";"NPL";"NNT";
"NNT";"Neumarkt(Oberpf)";"28.02.2016";"84186";"09:50:30";"09:49:25";"-00:01:05";"";"";"";"Gl. 000";"Gl. 000";"Plan (bis 00:00:59)";"";"NPL";"NNT";
"NNT";"Neumarkt(Oberpf)";"22.02.2016";"84187";"";"";"";"08:06:54";"08:06:28";"-00:00:26";"Gl. 000";"Gl. 000";"";"Plan (-00:00:59 bis 00:00:59)";"NNT";"NPL";
"NRPF";"Regensbg-Prüfe";"22.02.2016";"84187";"08:53:24";"08:53:23";"-00:00:01";"08:53:54";"08:54:06";"00:00:12";"Gl. 001";"Gl. 001";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NNT";"NPL";
"NRH";"Regensburg Hbf";"22.02.2016";"84187";"08:58:30";"08:58:15";"-00:00:15";"09:01:24";"09:02:45";"00:01:21";"Gl. 008";"Gl. 008";"Plan (bis 00:00:59)";"Leicht verspätet (00:01:00 bis 00:05:59)";"NNT";"NPL";
"NOT";"Obertraubling";"22.02.2016";"84187";"09:07:42";"09:08:34";"00:00:52";"09:08:12";"09:09:10";"00:00:58";"Gl. 001";"Gl. 001";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NNT";"NPL";
"NRA";"Radldorf (Nbay)";"22.02.2016";"84187";"09:20:06";"09:21:13";"00:01:07";"09:20:36";"09:21:37";"00:01:01";"Gl. 012";"Gl. 012";"Leicht verspätet (00:01:00 bis 00:05:59)";"Leicht verspätet (00:01:00 bis 00:05:59)";"NNT";"NPL";
"NST";"Straubing";"22.02.2016";"84187";"09:26:00";"09:26:27";"00:00:27";"09:27:48";"09:27:20";"-00:00:28";"Gl. 004";"Gl. 004";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NNT";"NPL";
"NNT";"Neumarkt(Oberpf)";"23.02.2016";"84187";"";"";"";"08:06:54";"08:09:36";"00:02:42";"Gl. 000";"Gl. 000";"";"Leicht verspätet (00:01:00 bis 00:05:59)";"NNT";"NPL";
"NRPF";"Regensbg-Prüfe";"23.02.2016";"84187";"08:53:24";"08:55:11";"00:01:47";"08:53:54";"08:56:05";"00:02:11";"Gl. 001";"Gl. 001";"Leicht verspätet (00:01:00 bis 00:05:59)";"Leicht verspätet (00:01:00 bis 00:05:59)";"NNT";"NPL";
"NRH";"Regensburg Hbf";"23.02.2016";"84187";"08:58:30";"08:59:59";"00:01:29";"09:01:24";"09:01:51";"00:00:27";"Gl. 008";"Gl. 008";"Leicht verspätet (00:01:00 bis 00:05:59)";"Plan (-00:00:59 bis 00:00:59)";"NNT";"NPL";
"NOT";"Obertraubling";"23.02.2016";"84187";"09:07:42";"09:08:00";"00:00:18";"09:08:12";"09:08:49";"00:00:37";"Gl. 001";"Gl. 001";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NNT";"NPL";
"NRA";"Radldorf (Nbay)";"23.02.2016";"84187";"09:20:06";"09:20:47";"00:00:41";"09:20:36";"09:21:23";"00:00:47";"Gl. 012";"Gl. 012";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NNT";"NPL";
"NST";"Straubing";"23.02.2016";"84187";"09:26:00";"09:26:09";"00:00:09";"09:27:48";"09:27:09";"-00:00:39";"Gl. 004";"Gl. 004";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NNT";"NPL";
"NNT";"Neumarkt(Oberpf)";"24.02.2016";"84187";"";"";"";"08:06:54";"08:06:21";"-00:00:33";"Gl. 000";"Gl. 000";"";"Plan (-00:00:59 bis 00:00:59)";"NNT";"NPL";
"NRPF";"Regensbg-Prüfe";"24.02.2016";"84187";"08:53:24";"08:53:27";"00:00:03";"08:53:54";"08:54:01";"00:00:07";"Gl. 001";"Gl. 001";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NNT";"NPL";
"NRH";"Regensburg Hbf";"24.02.2016";"84187";"08:58:30";"08:58:06";"-00:00:24";"09:01:24";"09:01:43";"00:00:19";"Gl. 008";"Gl. 008";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NNT";"NPL";
"NOT";"Obertraubling";"24.02.2016";"84187";"09:07:42";"09:07:50";"00:00:08";"09:08:12";"09:08:38";"00:00:26";"Gl. 001";"Gl. 001";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NNT";"NPL";
"NRA";"Radldorf (Nbay)";"24.02.2016";"84187";"09:20:06";"09:20:40";"00:00:34";"09:20:36";"09:21:07";"00:00:31";"Gl. 012";"Gl. 012";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NNT";"NPL";
"NST";"Straubing";"24.02.2016";"84187";"09:26:00";"09:26:55";"00:00:55";"09:27:48";"09:27:53";"00:00:05";"Gl. 004";"Gl. 004";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NNT";"NPL";
"NNT";"Neumarkt(Oberpf)";"25.02.2016";"84187";"";"";"";"08:06:54";"08:06:28";"-00:00:26";"Gl. 000";"Gl. 000";"";"Plan (-00:00:59 bis 00:00:59)";"NNT";"NPL";
"NRPF";"Regensbg-Prüfe";"25.02.2016";"84187";"08:53:24";"08:57:04";"00:03:40";"08:53:54";"08:57:40";"00:03:46";"Gl. 001";"Gl. 001";"Leicht verspätet (00:01:00 bis 00:05:59)";"Leicht verspätet (00:01:00 bis 00:05:59)";"NNT";"NPL";
"NRH";"Regensburg Hbf";"25.02.2016";"84187";"08:58:30";"09:01:51";"00:03:21";"09:01:24";"09:02:58";"00:01:34";"Gl. 008";"Gl. 008";"Leicht verspätet (00:01:00 bis 00:05:59)";"Leicht verspätet (00:01:00 bis 00:05:59)";"NNT";"NPL";
"NOT";"Obertraubling";"25.02.2016";"84187";"09:07:42";"09:08:55";"00:01:13";"09:08:12";"09:09:33";"00:01:21";"Gl. 001";"Gl. 001";"Leicht verspätet (00:01:00 bis 00:05:59)";"Leicht verspätet (00:01:00 bis 00:05:59)";"NNT";"NPL";
"NRA";"Radldorf (Nbay)";"25.02.2016";"84187";"09:20:06";"09:21:19";"00:01:13";"09:20:36";"09:21:44";"00:01:08";"Gl. 012";"Gl. 012";"Leicht verspätet (00:01:00 bis 00:05:59)";"Leicht verspätet (00:01:00 bis 00:05:59)";"NNT";"NPL";
"NST";"Straubing";"25.02.2016";"84187";"09:26:00";"09:26:48";"00:00:48";"09:27:48";"09:27:20";"-00:00:28";"Gl. 004";"Gl. 004";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NNT";"NPL";
"NNT";"Neumarkt(Oberpf)";"26.02.2016";"84187";"";"";"";"08:06:54";"08:06:34";"-00:00:20";"Gl. 000";"Gl. 000";"";"Plan (-00:00:59 bis 00:00:59)";"NNT";"NPL";
"NRPF";"Regensbg-Prüfe";"26.02.2016";"84187";"08:53:24";"08:53:23";"-00:00:01";"08:53:54";"08:54:02";"00:00:08";"Gl. 001";"Gl. 001";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NNT";"NPL";
"NRH";"Regensburg Hbf";"26.02.2016";"84187";"08:58:30";"08:58:25";"-00:00:05";"09:01:24";"09:02:00";"00:00:36";"Gl. 008";"Gl. 008";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NNT";"NPL";
"NOT";"Obertraubling";"26.02.2016";"84187";"09:07:42";"09:08:38";"00:00:56";"09:08:12";"09:09:07";"00:00:55";"Gl. 001";"Gl. 001";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NNT";"NPL";
"NRA";"Radldorf (Nbay)";"26.02.2016";"84187";"09:20:06";"09:20:52";"00:00:46";"09:20:36";"09:21:14";"00:00:38";"Gl. 012";"Gl. 012";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NNT";"NPL";
"NST";"Straubing";"26.02.2016";"84187";"09:26:00";"09:26:15";"00:00:15";"09:27:48";"09:27:03";"-00:00:45";"Gl. 004";"Gl. 004";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NNT";"NPL";
"NNT";"Neumarkt(Oberpf)";"27.02.2016";"84187";"";"";"";"08:06:54";"08:06:54";"00:00:00";"Gl. 000";"Gl. 000";"";"Plan (-00:00:59 bis 00:00:59)";"NNT";"NPL";
"NRPF";"Regensbg-Prüfe";"27.02.2016";"84187";"08:53:24";"08:53:15";"-00:00:09";"08:53:54";"08:53:56";"00:00:02";"Gl. 001";"Gl. 001";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NNT";"NPL";
"NRH";"Regensburg Hbf";"27.02.2016";"84187";"08:58:30";"08:58:30";"00:00:00";"09:01:24";"09:02:07";"00:00:43";"Gl. 008";"Gl. 008";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NNT";"NPL";
"NOT";"Obertraubling";"27.02.2016";"84187";"09:07:42";"09:08:26";"00:00:44";"09:08:12";"09:09:02";"00:00:50";"Gl. 001";"Gl. 001";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NNT";"NPL";
"NRA";"Radldorf (Nbay)";"27.02.2016";"84187";"09:20:06";"09:21:02";"00:00:56";"09:20:36";"09:21:29";"00:00:53";"Gl. 012";"Gl. 012";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NNT";"NPL";
"NST";"Straubing";"27.02.2016";"84187";"09:26:00";"09:26:24";"00:00:24";"09:27:48";"09:27:04";"-00:00:44";"Gl. 004";"Gl. 004";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NNT";"NPL";
"NNT";"Neumarkt(Oberpf)";"28.02.2016";"84187";"";"";"";"08:06:54";"08:07:28";"00:00:34";"Gl. 000";"Gl. 000";"";"Plan (-00:00:59 bis 00:00:59)";"NNT";"NPL";
"NRPF";"Regensbg-Prüfe";"28.02.2016";"84187";"08:53:24";"08:53:23";"-00:00:01";"08:53:54";"08:53:46";"-00:00:08";"Gl. 001";"Gl. 001";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NNT";"NPL";
"NRH";"Regensburg Hbf";"28.02.2016";"84187";"08:58:30";"08:58:20";"-00:00:10";"09:01:24";"09:01:42";"00:00:18";"Gl. 008";"Gl. 008";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NNT";"NPL";
"NOT";"Obertraubling";"28.02.2016";"84187";"09:07:42";"09:07:39";"-00:00:03";"09:08:12";"09:08:17";"00:00:05";"Gl. 001";"Gl. 001";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NNT";"NPL";
"NRA";"Radldorf (Nbay)";"28.02.2016";"84187";"09:20:06";"09:20:06";"00:00:00";"09:20:36";"09:20:38";"00:00:02";"Gl. 012";"Gl. 012";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NNT";"NPL";
"NST";"Straubing";"28.02.2016";"84187";"09:26:00";"09:25:54";"-00:00:06";"09:27:48";"09:27:04";"-00:00:44";"Gl. 004";"Gl. 004";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NNT";"NPL";
"NPL";"Plattling";"26.02.2016";"84187";"09:43:48";"09:43:31";"-00:00:17";"";"";"";"Gl. 008";"Gl. 008";"Plan (bis 00:00:59)";"";"NNT";"NPL";
"NPL";"Plattling";"24.02.2016";"84187";"09:43:48";"09:43:42";"-00:00:06";"";"";"";"Gl. 008";"Gl. 008";"Plan (bis 00:00:59)";"";"NNT";"NPL";
"NPL";"Plattling";"25.02.2016";"84187";"09:43:48";"09:43:21";"-00:00:27";"";"";"";"Gl. 008";"Gl. 008";"Plan (bis 00:00:59)";"";"NNT";"NPL";
"NPL";"Plattling";"22.02.2016";"84187";"09:43:48";"09:43:19";"-00:00:29";"";"";"";"Gl. 008";"Gl. 008";"Plan (bis 00:00:59)";"";"NNT";"NPL";
"NPL";"Plattling";"23.02.2016";"84187";"09:43:48";"09:43:27";"-00:00:21";"";"";"";"Gl. 008";"Gl. 008";"Plan (bis 00:00:59)";"";"NNT";"NPL";
"NPL";"Plattling";"27.02.2016";"84187";"09:43:48";"09:43:24";"-00:00:24";"";"";"";"Gl. 008";"Gl. 008";"Plan (bis 00:00:59)";"";"NNT";"NPL";
"NPL";"Plattling";"28.02.2016";"84187";"09:43:48";"09:43:12";"-00:00:36";"";"";"";"Gl. 008";"Gl. 008";"Plan (bis 00:00:59)";"";"NNT";"NPL";
"NPL";"Plattling";"22.02.2016";"84188";"";"";"";"09:10:12";"09:10:49";"00:00:37";"Gl. 008";"Gl. 008";"";"Plan (-00:00:59 bis 00:00:59)";"NPL";"NNT";
"NST";"Straubing";"22.02.2016";"84188";"09:25:36";"09:25:15";"-00:00:21";"09:26:36";"09:26:41";"00:00:05";"Gl. 003";"Gl. 003";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NPL";"NNT";
"NRA";"Radldorf (Nbay)";"22.02.2016";"84188";"09:31:54";"09:31:51";"-00:00:03";"09:32:24";"09:32:17";"-00:00:07";"Gl. 011";"Gl. 011";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NPL";"NNT";
"NOT";"Obertraubling";"22.02.2016";"84188";"09:44:12";"09:45:08";"00:00:56";"09:44:42";"09:45:32";"00:00:50";"Gl. 002";"Gl. 002";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NPL";"NNT";
"NRH";"Regensburg Hbf";"22.02.2016";"84188";"09:50:48";"09:52:05";"00:01:17";"09:56:30";"09:56:54";"00:00:24";"Gl. 005";"Gl. 005";"Leicht verspätet (00:01:00 bis 00:05:59)";"Plan (-00:00:59 bis 00:00:59)";"NPL";"NNT";
"NRPF";"Regensbg-Prüfe";"22.02.2016";"84188";"09:59:42";"10:00:08";"00:00:26";"10:00:12";"10:00:45";"00:00:33";"Gl. 002";"Gl. 002";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NPL";"NNT";
"NPL";"Plattling";"23.02.2016";"84188";"";"";"";"09:10:12";"09:11:15";"00:01:03";"Gl. 008";"Gl. 008";"";"Leicht verspätet (00:01:00 bis 00:05:59)";"NPL";"NNT";
"NST";"Straubing";"23.02.2016";"84188";"09:25:36";"09:25:24";"-00:00:12";"09:26:36";"09:27:56";"00:01:20";"Gl. 003";"Gl. 003";"Plan (bis 00:00:59)";"Leicht verspätet (00:01:00 bis 00:05:59)";"NPL";"NNT";
"NRA";"Radldorf (Nbay)";"23.02.2016";"84188";"09:31:54";"09:32:40";"00:00:46";"09:32:24";"09:32:59";"00:00:35";"Gl. 011";"Gl. 011";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NPL";"NNT";
"NOT";"Obertraubling";"23.02.2016";"84188";"09:44:12";"09:45:15";"00:01:03";"09:44:42";"09:45:47";"00:01:05";"Gl. 002";"Gl. 002";"Leicht verspätet (00:01:00 bis 00:05:59)";"Leicht verspätet (00:01:00 bis 00:05:59)";"NPL";"NNT";
"NRH";"Regensburg Hbf";"23.02.2016";"84188";"09:50:48";"09:51:46";"00:00:58";"09:56:30";"09:56:42";"00:00:12";"Gl. 005";"Gl. 005";"Plan (bis 00:00:59)";"Plan (-00:00:59 bis 00:00:59)";"NPL";"NNT";
