"id_messpunkt";"int4";"date_part";"date_part"
46357;1;3;8
46357;4;3;8
46357;4;3;8
36377;2;3;8
36377;2;3;8
34143;1;3;8
34143;1;3;8
46357;1;3;8
46357;1;3;8
36377;1;3;8
36377;1;3;8
46357;4;3;9
46357;5;3;9
34143;2;3;9
34143;2;3;9
46357;1;3;9
46357;2;3;9
46357;4;3;9
46357;3;3;9
34143;1;3;9
34143;2;3;9
46357;1;3;9
46357;1;3;9
36377;1;3;9
36377;2;3;9
36377;2;3;9
36377;3;3;9
46357;1;3;9
46357;1;3;9
34143;2;3;9
34143;2;3;9
46357;1;3;9
46357;1;3;9
46357;1;3;9
46357;1;3;9
36377;2;3;9
36377;2;3;9
34143;1;3;9
34143;0;3;9
46357;0;3;9
46357;1;3;9
36377;1;3;9
36377;1;3;9
46357;2;3;10
46357;2;3;10
34143;2;3;10
34143;2;3;10
46357;0;3;10
46357;0;3;10
46357;3;3;10
46357;1;3;10
34143;1;3;10
34143;1;3;10
46357;2;3;10
46357;2;3;10
36377;2;3;10
36377;2;3;10
36377;2;3;10
36377;2;3;10
46357;1;3;10
46357;1;3;10
34143;2;3;10
34143;2;3;10
46357;1;3;10
46357;2;3;10
46357;3;3;10
46357;3;3;10
36377;0;3;10
36377;0;3;10
34143;1;3;10
34143;1;3;10
46357;0;3;10
46357;0;3;10
36377;1;3;10
36377;1;3;10
46357;3;3;11
46357;3;3;11
34143;2;3;11
34143;2;3;11
46357;1;3;11
46357;1;3;11
46357;4;3;11
46357;4;3;11
34143;1;3;11
34143;1;3;11
46357;1;3;11
46357;1;3;11
36377;4;3;11
36377;4;3;11
36377;3;3;11
36377;3;3;11
46357;7;3;11
46357;6;3;11
34143;3;3;11
34143;3;3;11
46357;1;3;11
46357;1;3;11
46357;4;3;11
46357;4;3;11
34143;2;3;11
34143;2;3;11
36377;6;3;11
36377;6;3;11
34143;2;3;11
34143;2;3;11
46357;-2;3;11
46357;-2;3;11
36377;3;3;11
36377;3;3;11
46357;4;3;12
46357;3;3;12
34143;3;3;12
34143;3;3;12
34143;2;3;12
34143;2;3;12
46357;2;3;12
46357;1;3;12
46357;5;3;12
46357;5;3;12
34143;1;3;12
34143;2;3;12
34143;1;3;12
34143;1;3;12
