1;01.07.2014;876;584
1;02.07.2014;876;584
1;04.07.2014;730;292
1;09.07.2014;438;292
1;10.07.2014;1752;1022
1;11.07.2014;2190;1168
1;12.07.2014;438;292
1;14.07.2014;876;584
1;15.07.2014;1314;876
1;16.07.2014;1606;1022
1;17.07.2014;876;584
1;20.07.2014;438;292
1;22.07.2014;292;146
1;30.07.2014;876;584
